record_id,text,audio,image,label,source,source_id,collected_at,dataset_name,dataset_split
f67d9a18935dda2d59cb,"Not very good

I cannot recommend this tool. When I first used it, I couldn't cut the tile. I then noticed the blade was spinning backwards! When I turned the saw off, and then on again, the blade didn't spin at all. Finally, I realized that I had to ""spin"" the blade manually as I switched on the saw to get it to turn correctly. Not what I expected from a $[$$$] tool. Once I finally got it working, I was still disappointed with the performance. Cutting was very slow, and not very accurate. ...",,,negative,amazon_polarity,train:18,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
56bb1a7153afbf752863,"Tomb Stinker - Eidos' Revenge

Cutting edge technology does not a great game make. This game is proof.The graphics are beautiful, which accounts for the extra star for the overall rating. If you are a Tomb Raider fan, you will absolutely hate this game, as I do. The controls, the plot, and the movements are maddening, boring and confusing, respectively. Eidos could plug Tomb Raider 1 into this engine and have a much more interesting game.Maxim magazine gave this game 5 stars. A good reason to ignore Maxim's ratings.",,,negative,amazon_polarity,train:20,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
d0e46d91deeedd193d0d,"This book is incomprehensible

This book was an anthology of 19 stories. I didn't like it because it was hard for me to make a mental picture in my head. I had to read almost every paragraph over. I could not comprehend at all!",,,negative,amazon_polarity,train:22,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
010bb008ebfe937e2d6e,"Where was the editor?

Technically this was an exercise in tautology, and albeit the author admits that they are events not presented chronologically/linerally, the whole thing came off as a repetitive scrapbook of free associative ramblings. Cultural allusions were off and revealed just a shallow dip into areas of interest; just deep enough to create a character for a sexual fantasy.Every D/s relationship defines it's own perimeters, but this is the most silly top from the bottom (with a side of kink) i've ever read. Any girl who needs to prover her worth and devotion by degrading any and all around her isn't creating a deeper bond of submission, but pathetically wallowing in a misplaced sense of value (with a heaping side of self-image issues).",,,negative,amazon_polarity,train:24,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
0dd00e6e54fb573ac631,"Aesthetically pleasing but not functional

While I like the looks of this set a lot, with its retro feel, I find the shaker to be in need of a design overhaul. Every time this is used (and it's been used by several people so I don't think it's a user problem) it spills while pouring! This has been very frustrating to lose good top shelf vodka because of poor design. I had to go out and purchase another shaker because of this problem so I would not recommend this set.",,,negative,amazon_polarity,train:25,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
0f2738b0f399f58d64b6,"Terrible product. Broke twice. Don't buy!!!

Don't buy!!! This charger does not work. It broke twice before Amazon told me they would not send me another. The customer service was excellent from Amazon.",,,negative,amazon_polarity,train:26,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
78d199d7fca279ffe90e,"Uhh yea right

I downloaded it for free courtny, then i kept the new songs then deleted the rest..thank for this waster of plastic tho..",,,negative,amazon_polarity,train:27,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
f3370cfc984bb860a544,"This compilation befuddles me.

This compilation befuddles me.The sound is a bit muffled on the tracks listed as 2000 remastered when compared with the John Denver's Greatest Hits.Not all tracks are 2000 remastered. Calypso and I'm Sorry are listed as 1975. They sound and look like the same files as Denvers's Greatest Hits when brought into audacity editing software.It also seems the 2000 remasters are not the original arrangements.I have both this ""Best of Rocky Mountain"" and Best of Volume 1 & 2.The Rocky Mountain version does dull or soften Denver's voice. Some may like that.But if dulls the instruments.I prefer the Best of Volumes. They are sharper with more detail to the instruments.",,,negative,amazon_polarity,train:28,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
9eadc54783d1874764b9,"Poor durability and hard to fill

Never satisfied with traditional mills, I bought these because they had a unique design. I liked that they stick to the fridge but have found that means I occasionally have to wipe off pepper flakes. The small, rectangular holes make funneling refills difficult and messy. About a month into light use, the pepper mill gummed up and cleaning was a real chore. After about a year of moderate use, the pepper mill just wasn't grinding properly anymore. Cute but not very durable.",,,negative,amazon_polarity,train:29,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
174dc3b3ee26f0003d61,"BBW

I loved the feel of the hose unfortunately the cotton lace top has no give and therefore is very uncomfortable and cuts into your thigh.",,,negative,amazon_polarity,train:33,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
af7ff553d592488fa89b,"What a strange martial art

I would like to say that I admire any one who puts in the time and effort to learn a martial art and master it. That takes a lot of dedication and hard work. So I really have a great deal of respect for Wally Jay. Having said that though, I think small circle Jujitsu is really an ineffective grappling system. And I also think that it is no good in the street. Reading this book confirmed all of my worst suspicions about this art. Buy it only if you are looking for a good laugh and have money to burn. If not, and you actually want a good book about fighting try anything in Kid Peligro's Brazilian Jiu-jitsu series. Or go buy some Mario Sperry Vale Tudo tapes. Just don't get this book!",,,negative,amazon_polarity,train:36,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
20dde4dba9a11a0bc29f,"Horrific forced reading

I will never understand why they force this book on school children, I'm sure there are many other ""classic"" stories that could be included in the curriculum.",,,negative,amazon_polarity,train:38,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
1dd44bc6f5f40a087e39,"Don't bother.

Boring. What was I expecting? Something that would give me insight into my own abilities to heal self and others. This didn't do it. Especially since it wasn't in English.",,,negative,amazon_polarity,train:39,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
3b6eb72e897a29827cf5,"WANT REFUND!

The movies do not play in my xbox 360 console, which is my only source of a DVD player. i would appreciate a full refund considering i had to wait over 3 weeks just to get the DVDs that don't work.",,,negative,amazon_polarity,train:42,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
7dbacd550f07035216d1,"Not Like the Old Formula

The formulation of this product has been changed since Artec was bought by L'Oreal. The new formula doesn't hold hair like the old Artec original formula did, and it doesn't smell as nice. Don't be fooled by this picture (12/29/07)--it is a pic of the old Artec bottle, but I ordered and received the new L'Oreal Professionel version, which is terrible. The original Artec version was similar to, but not as sticky as, Potion 9. I wish L'Oreal would go back to the old formula :( I emailed them to this effect and they never even replied. If anyone can recommend a similar product, please comment to this review.",,,negative,amazon_polarity,train:44,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
caa2cfe0642092ea97ec,"awful

This movie was terrible. No plot, action was written by a 10 yr old Shia is beyond annoying and the actress who's name I'm not going to bother to look up can't act and wasn't much to look at either.",,,negative,amazon_polarity,train:45,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
cd01e854907c74280656,"Is cheap and thats it

Is cheap and does its jobBut the handle feel cheap and seems like is about to break.Sometime the peper chop a big chunk off",,,negative,amazon_polarity,train:46,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
49fd9b2845b0135d5d96,"incorrect sewing instructions

There are so many T shirt quilt books out now and my friend happened to choose one that has incorrect sewing instructions. Her quilt would have been easier to make with another book. I have several T shirt quilt books that are very good with instructions.",,,negative,amazon_polarity,train:47,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
184ddc0fc9a07afab563,"strait to the looney bin

i can't live without carbohidrates! if you want to lose your mind, follow this diet; the pills dr bernstein prescribes for people who are addicted to carbohidrates, my doctor will not prescribe, i know this because he recomended me the high carb low fat diet to loose weight.",,,negative,amazon_polarity,train:48,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
596b93bc34411caa3509,"M.I.A.

This sounds like karaoke. I wish it didn't - but it does. I'm a white man married to an Indian girl - I love Indian music, Chutney is cool, reggae, etc. - and the lead singer is attractive - but it really, really sounds like karaoke....I can't escape that fact. And...yes....it is very repetitive, mundane, same sounding music throughout the whole CD. But, it doesn't matter because todays ear for music is pretty much on the deaf side. Simple and repetitive is the cornerstone of todays musical taste. Oh well - I'll watch the video though - she's cute. But, it is still a talentless serving up of supposed 'world music'. What a bunch of crap that is! Listen to 'The Mysterious Voices of Bulgaria' or 'Kuch Kuch Hota Hai' if you want REAL world music. What? It's boring? Then you don't really like 'World Music' - lol.",,,negative,amazon_polarity,train:50,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
05e4b44f731bcfcdb79e,"Not the shape I was going for....

I have ordered the Squeem on three different occasions, trying a large, medium and small as my size changed after having twins. Unfortunately, I was disapointed every time and I returned it after trying it on. I don't know why I kept trying aside from desperation. It just gave me a very weird shape. Sure, it cinched in my waist at the sides but what I needed was to flatten my muffin top. I basically felt as if it squeezed my waist in and pushed all my ""excess"" down into the lower half of my torso making my muffin top even worse. I'm giving the product the benefit of the doubt with two stars thinking maybe it's just my body type that is the problem. I have a long torso at 5'10 and 140lbs. Great product in concept but didn't work at all for me.",,,negative,amazon_polarity,train:51,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
3feda05772f6b7216c4d,"Worse than I had previously thought

Spare yourself. Dont waste your money or your time with this game. It's too easy. 30 minutes and I was on the 5th level and never fired a shot. If this is the product they put out after an 8 month delay in release. I cannot imagine how bad this game was before they decided to rework it. I want the original Tomb Raider back. I wasted $... on this game and I know others paid more that I did....",,,negative,amazon_polarity,train:54,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
c888f7e25b92ef3b0490,"A wildly implausible thriller

This book is so unrealistic that it spoils all the fun, super killers like Temple Gault (a clone for the Satan Incarnate known as Hannibal Lecter) are more silly than super. I found all the other character two dimensional and all the ""intrigue"" regarding super computers insulting to my intelligence. Has Cornwell done better? I don't know and, after reading this, am in no big hurry to find out.",,,negative,amazon_polarity,train:57,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
02c565e8b63de373dcc3,"A waste of time

Don't get me wrong, I believe in UFOs and certainly Mothman, since my friend's aunt saw it, but 90% of this ""nonfiction"" book is nonsense. Keel's semi-acurate listing of the real life mystery of Mothman wins it a single star, but the speculation that he pushes as the gospel truth is laughable, and is mostly based on questionable facts and ideas that are theoretical at best. If you want to know about Mothman read James Cohen's Book of Mysterious Beasts, if you want to waste your time and Amazon's time, buy The Mothman Prophecies.",,,negative,amazon_polarity,train:58,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
077e9cebf006fc2a1d42,"Okay!?...

I'll admit it, I didn't have a clue what was going on in this book (which claims to be real, but is obviously a work of fiction), nor did I really have much of a reason to.UFOs...Men in black...Mothmen...Abductees...government coverups...sightings...It's all here, and regardless makes no sense whatsoever.I actually walked into this thinking it was going to be great, that there would be a wonderful story based upon the legend of the mothman, but no I was bombarded with 266 pages of ""research"" having no really meaning, or thesis. Honestly, I say avoid this like the plague.",,,negative,amazon_polarity,train:61,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
1f6db5f5bfcd23c35cda,"At least the special effects were fun

The special effects (and the fact that I am from Chicago) were the only things about this movie that I liked. The story was dumb and the acting SUCKED!! I can only recommend this for someone who has absolutely nothing else to do and doesn't mind sacrificing a couple of hours.",,,negative,amazon_polarity,train:63,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
baf5cdfd6bef0fa2c0ab,"A disappointment

Maeve's forte is character development, dialogue, and interaction, and Silver Wedding was far below her usual standard.",,,negative,amazon_polarity,train:64,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
3f89d66f13816030097a,"Beautiful but Misrepresented

The Cake dome set was beautiful. I needed a 14 inch diameter plate because I was making a 12 inch cake. The lid had an 11 inch diameter so would not fit the cake. I was disappointed because when I search Amazon for the 14 inch cake plate; there were many unrelated products choices. It was very frustrating. Amazon, please only give unasked for alternatives. I know I am going to google search my product choices to find websites that only give me what I want!",,,negative,amazon_polarity,train:69,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
c1617f6bd20acf0dc35e,"poor fit

After trying three different sizes,I still couldn't find one that fit. I first ordered a medium and it wouldn't even come close to hooking so I went up to size to xlarge which was waaay to big, my last possible option would be a large and it was still huge, wish I would have sent it back but was just tired of the whole process and kept it. The hooks are a pain as well and it is way over priced.....there is a zippered option on amazon that is much cheaper.",,,negative,amazon_polarity,train:71,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
630712b1d6059c4683ab,"A little too Lite

Purchased these socks looking for the right balance of light construction and cushioning. I found only the light construction part. While they seem durable enough, the socks are way too light to provide an adequate barrier between my shoes and my feet. It's easy to earn a blister on anything more than a short run.These may be just right for someone who does not punish their feet with marathons and triathlons, but just not substantial enough for me.",,,negative,amazon_polarity,train:72,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
27af29da7f57be290106,"Soooooooooooo NOT Funny

This movie was not only NOT funny, but it was excruciatingly boring. I think Adam was channeling the Aristocrats. Whilst Aristocrats was not as funny as it thought itself to be, it was still better than this garbage.",,,negative,amazon_polarity,train:73,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
9d872186758d9ae3a23b,"Not authentic

The title of this video mentions Argentine Tango. Unfortunately, what is being taught on this tape is not authentic Argentine Tango. Not even close. It's ballroom tango. There is a huge difference: in music, style, steps, posture, etc... Don't be fooled by ballroom instructors trying to teach Argentine Tango. The only authentic instruction available on the market comes from authentic Argentine instructors from Buenos Aires.",,,negative,amazon_polarity,train:74,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
5eccda392b590961ad41,"Multilevel marketing meets education

I had to purchase this book for a community college class I'm taking. As a ""textbook,"" it has been a complete disappointment. The ""science"" is sketchy, the research is shoddy, and the huge holes in logic are brushed over with explanations like ""you can't prove nearly anything empirically in education"" (straight from page 8!). Some of the concepts presented are interesting, but since Mr. Jensen (no, he doesn't hold a doctorate) provides almost no citations for his claims, there is no way to check his assertions or determine where the theories come from. The book reads like a multilevel marketing sales pitch. In fact, you are encouraged to share it with your friends and colleagues and are directed to a website where you could empty your bank account getting ""certified"" in Mr. Jensen's unique, ""empirically unproven"" techniques.",,,negative,amazon_polarity,train:76,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
79dd217ea6ca70145f1e,"Sometimes it works

At first this printer worked well, but after a year it is nothing but trouble.To begin with, you can't print more than 4-5 pages before the ""page grabber"" will start to grab more than one sheet of paper at a time, and the text ends up going across both of them.Then there is the printer driver, which is also not up to par -- where is the manual two sided printing that has been in the classic Mac OS for all of these years?In short, this was my last HP printer. The jamming paper feed is too much for me to handle.",,,negative,amazon_polarity,train:80,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
e4f80a7878df9242c40c,"There is no insight to be gained after finishing this book.

It is absolutely unbelievable this woman IS a therapist, by reading her book, she NEEDS one. She relates to clay more than to children or people. Whatever she was looking for in an Amish community, she never found it and translates that to the reader. Don't waste your time with this very poor read.",,,negative,amazon_polarity,train:81,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
740e4884fa0a26a39345,"Junk

Wanting to share my water rocket memories with my kids, I decided to try this rocket out in spite of all the bad reviews. I agree, it is junk. While the whole thing is cheaply constructed, the biggest problem I see is with the pump. The valving is so defective it simply will not pressurize the rocket. Even though I was very gentle with the pump, it came apart after only a couple pumps and the rocket never flew. I'd love to find a good one of these but this one is not.",,,negative,amazon_polarity,train:84,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
c1a395b335d89a821c15,"Sipder-man ""The High Definition Trilogy"" [Blu-ray] only works on PS3

I agree the comment from reviewer GWIRTH ""ginnyww"". Somehow these Sipderman blu-rays are not norm. They can only play on PS3. No luck with Samsung blu-ray players, not work with Sony blu-ray players either. Manufacturer needs to check what's going on. I also checked two sets of Sipderman blu-rays, one set from Fry's electronics, another set from Amazon, same problem, so that is not random disc defects.",,,negative,amazon_polarity,train:85,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
835796d115b02635bd24,"Clean it up!

The Story is appropriate and some parts are really funny but some of it is horrible (sickest humor he's done in any of his movies that I've seen). Definately not for kids. I expected better after Mr. Deeds. Adam Sandler is really talented and there is no reason he has to produce such trash. I love the Chanukah Song! I'm not a Jew but it makes me want to celebrate Chanukah.There are only two real redeeming features of the movie. These are the little old man Whitey, because he loves everyone in his actions even though they treat him like ..., and Stone's repentence (for lack of a better word) at the end.",,,negative,amazon_polarity,train:87,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
e1d065917116432e46f8,"Cheese enthroned

This is like a new genre of music - cheese metal, it sucks so bad that you don't even get angry with it, rather you feel sorry for the poor people in this god-awful band, and all the people who were misled into buying this or any other nightwish cd. The sound is like total cheesy motoristic rock with ridicules dickenson-like vocals distorted in the worst possible way...Ok if i had to pick one cd i would suggest you NOT to buy, this would come in second only to limp bizkit's chocolate starfish.......",,,negative,amazon_polarity,train:88,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
cc883810e748582c4937,"PlasPlug Master Tile Cutter

Bought at Home Depot for $199. It is a toy, not suitable for serious work. Flimsy contruction, difficult or impossible to adjust. Recommend getting a brand name.",,,negative,amazon_polarity,train:92,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
7127c7424e99e49f2c0b,"works when ur Powerbook G4 is turned off

this charger does not have enough power to charge my Powerbook G4 while it is running. it will show the charger indicator back and forth from battery power to charging.But when I charge while it is off, it works perfect.I had requested a replacement once and the result was still the same.",,,negative,amazon_polarity,train:93,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
cbd380bcebf62e8c65c3,"as silly as the cover

I liked the first single ""How Did You Know"", so I decided to check it out.The songs and productions sound flat and unimaginative, nothing too new or exciting here.I cant remember even one of the songs. Sounds like they needed to throw this one together fast...and the rap made me chuckle.",,,negative,amazon_polarity,train:94,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
f064ad1a510697beb06c,"Painful

This was one of the most boring books i've ever read. Unfortunately i did not give up on Hawthorne after reading this novel, that was a mistake. I'd pass on this one if i were you, if you must read this for school I highly suggest getting a summary online.",,,negative,amazon_polarity,train:95,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
cfe4626f2d0780bce698,"Just skip it

When you read a book you know that what are you reading is not 100% true, but when you start to read things that are completely wrong is another thing. For an example I have these questions:Q. How many times could a man pay another man to kill somebody, the killer fails and the boss gives him another chance?A. I don't know if the mob knows it but at least four times.Q. Why the target man, who knows who is trying to kill him and he saw him in a restaurant after he was in danger and just say hello to him?A. Because the target man likes to be in danger.Q. When the target man has the opportunity to kill the one whom wanted to kill him why doesn't he?A. Because something in his head didn't let him even if he had killed many men before.And as the energizer rabbit, I can keep going and going and going, my advise is to skip this book.",,,negative,amazon_polarity,train:96,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
e0ca2af58c31b6206484,"Nice Basic Mug

I like the size and style of these mugs, they go with anything and look like they'll last a long time.--- EDITED REVIEW --- Long term? not very durable. All but one have broken.",,,negative,amazon_polarity,train:97,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
0de334d1c9055c6ae9df,"Moron

How can anybody even smile with the kind of garbage Adam Sandler ALWAYS performs?This guy is just a moronic retard.DO NOT WASTE YOUR MONEY ON HIM.",,,negative,amazon_polarity,train:99,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
1a067b062802b0e17b01,"bad usb connection on P1000

I really liked this printer when I first got it about 3 years ago. Sure it was loud and a little slow, but it printed pretty good. Well, after about 1 1/2 years of VERY light duty, I all of a sudden start getting error messages on my PC telling me the printer is not connected to the computer. First I changed the cord to no avail, then I tried different open USB ports on my computer, so it ends up I just have to position the USB cable perfectly to the back of the P1000 to get it to work. At least it would still work, right? Well that got me by for about six months and now it just will not connect at all. Now my HP P1000 has a nice new home in the trashcan and I'm giving Canon a try. If HP puts as much thought into printers as they do computers I definetely don't want to buy another HP product again...",,,negative,amazon_polarity,train:100,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
c29b9a1f43e86c5ad7cd,"Not the best shaper

This would be great if it had boning in it. I am not sure if this os because i have a very pronounced hour glass figure, but when I put it on, the fabric slides the the waist and it has the same effect as if I had a rubber band aroun my waist, forming a bulge above and below my waist. Too bad- I had hoped this would work based on reviews.",,,negative,amazon_polarity,train:101,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
9aea53ae2888aa2aec42,"Another Abysmal Digital Copy

Rather than scratches and insect droppings, this one has random pixelations combined with muddy light and vague image resolution. Probably the cue should have been the packaging is straight out of your street corner bootleg dealer.If you've ever seen a reasonably good condition film copy, you know the defining visuals of his film are the crystal clear lighting contrasts in black and white. The surrounding countryside and 'old home' scenes are set with early morning ground mists or the haze of memory while the events on the bridge and in the water are bright, clear, and immediate.Here everything is dull, dark, and clouded. Or, if you remember the timbre and enunciation of Captain's commands, so are the visuals.After that, it is hard to believe this award winning, critically acclaimed film's best presentation is on YOUTUBE. Somewhere ""out there"" is a DVD that comes up to the standard of a 16mm public library reel.Just none of them appear to be on Amazon.",,,negative,amazon_polarity,train:103,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
5efe26caa30d60f36501,"WHERE IS THE MAGAZINE????????????????

I orderd this magazine in August... There should be some type of notation telling customers that it takes up to two months or more befoee the first issue will arrive.......What a waste of time. I could have gone to the library and received this magazine for free to read......I am still wating..... and there is no tracking number, therefore you just don't have a clear date for the arrival of the magazine.......not happy right now,,,,,,",,,negative,amazon_polarity,train:104,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
31068caa9ac98df1829c,"Not my kind of read

I found the book to be uneasy reading. I am widely read, but try as I might, I had to quit reading about 1/2 way through.",,,negative,amazon_polarity,train:105,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
57d48472eb16ef5b89c8,"Movies good but set is very cheap in quality

Felt like a cheap knockoff. Definitely works well for people that just want the movies but no money or effort was spent on the container.",,,negative,amazon_polarity,train:109,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
369e5dffe71d66e641b4,"I read to pages of this novel and I had to stop!

I have yet to actually complete this novel. It is so dog-gone hard to understand. On top of this, I have an essay that is due: TOMORROW! Is there no relief?!",,,negative,amazon_polarity,train:110,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
799e197a79ca774abc06,"Not original hit versions, yet nowhere does jacket or CD say so

I've owned this CD for a few years, yet thought something was slightly off, so I compared ""Keep A Knockin"" to another copy I have.Results:Original is 168 beats per minutes, while this version is 172 beats per minute.Original's time is 2 min. 23 seconds; this version is 2:16 min.",,,negative,amazon_polarity,train:112,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
312001643d7b5ff992dc,"Four Star Music - get the other edition though

Capitol's 1990 reissue of The Beach Boys' 1960s LPs gave us 2 of these albums on 1 CD at normal price. They're back for who knows how long - so get them while they're hot. On the 2-fer version of ""Little Deuce Coupe,"" which is in STEREO by the way and not MONO as it is here, you also get ""All Summer Long"" plus you get a nice stack of bonus tracks. Don't pass up this warning - and get the 2-fer instead - quick!",,,negative,amazon_polarity,train:113,2026-08-30T13:47:20.457255+00:00,mteb/amazon_polarity,train
