record_id,source,char_length,word_count
1891d4309064101a56d6,amazon_polarity,406,70
c2fa4918360b1aa779d1,amazon_polarity,379,68
9fd4fc549f2b8bff3776,amazon_polarity,375,66
bd121c209f12d6623df5,amazon_polarity,122,24
dda3e06079e58948c1fc,amazon_polarity,863,157
4a827cff8d7a9f82caa8,amazon_polarity,236,37
eeeb0c4db83d981f7070,amazon_polarity,467,77
45be33989a37fe56b8aa,amazon_polarity,260,39
757cc4cf56edfd2b9ebb,amazon_polarity,221,42
fa4442805562a3f72aee,amazon_polarity,623,106
40d45afa3556ea09c87b,amazon_polarity,319,52
93da20b0444c67fd8e29,amazon_polarity,506,90
281f712fab8b222cf464,amazon_polarity,393,76
2819e87a3a972546b762,amazon_polarity,120,21
5398c0f111aa99e145e2,amazon_polarity,696,115
f2e542ddee0516d43471,amazon_polarity,531,84
ba9dea4229a2f19fb344,amazon_polarity,240,43
e79711d74a8ee75791f5,amazon_polarity,339,59
2dbca6b099a268d024de,amazon_polarity,140,19
bd3ad8609b44c405d704,amazon_polarity,371,66
c408b8db3e647b6b25fe,amazon_polarity,489,73
0914a8a538e21d32a186,amazon_polarity,873,155
8e65db28166fe6b93814,amazon_polarity,188,37
e966baae5144a862c85c,amazon_polarity,322,57
eee5743458c63ef85898,amazon_polarity,379,64
6b5a4edd12e7df9a18fa,amazon_polarity,414,66
b7470d2497bf491e2853,amazon_polarity,626,121
7cc0421812395bb2a5ac,amazon_polarity,753,129
bca2e5fea912feff88aa,amazon_polarity,171,28
70911d40391914f24933,amazon_polarity,921,164
4202975eada0c83168a9,amazon_polarity,155,28
f6ece507e773d77082c3,amazon_polarity,188,29
d49b157e6008d66fdade,amazon_polarity,917,160
3b47b820eda506f05128,amazon_polarity,780,137
8b3c6bca43e157598851,amazon_polarity,291,52
bd0b82c55286dcf3da58,amazon_polarity,361,66
6cd322761f0f8545ad96,amazon_polarity,117,20
530963d62804a50895cd,amazon_polarity,280,50
8244f68db8bac246389d,amazon_polarity,519,89
afeeb83f777ca197a646,amazon_polarity,895,150
5703d32aaa0b835be90b,amazon_polarity,743,124
76087ab6797e62844f99,amazon_polarity,487,92
97a9e6214d38f6bfcbb7,amazon_polarity,239,44
3e7849b020f7dd424a1b,amazon_polarity,373,69
45c0a87eccff46d9a50a,amazon_polarity,423,73
71999b55fcfbd0db4c74,amazon_polarity,664,119
052ae44d85a1e59eb3a9,amazon_polarity,362,64
840d11d60509a1671e0e,amazon_polarity,380,65
ebc14d242bf607c9cbcd,amazon_polarity,454,83
9aceeec3bfd77eace36f,amazon_polarity,633,97
fe4827f34e117b2157c8,amazon_polarity,330,57
1d7e457a5aff8832f7c2,amazon_polarity,278,52
1a1b962ba9c216731847,amazon_polarity,472,77
b51a252669df8aa8a62f,amazon_polarity,607,115
24fb5c5ec70aa1d90cf8,amazon_polarity,179,32
ec063cb2b1534984ac2e,amazon_polarity,393,69
3fc95cac10a3797a0f12,amazon_polarity,685,127
9b5a89f5a46a13c7fe0e,amazon_polarity,333,59
22bb3e837bbf56edcbd4,amazon_polarity,462,82
fd3e7f283d10527467f6,amazon_polarity,605,100
929e316f78a222afd355,amazon_polarity,814,151
00aaaecae0210e213e00,amazon_polarity,375,67
0540c73afeed6242df9c,amazon_polarity,238,40
dca8f91e3ae394713138,amazon_polarity,113,22
d01fc625af2d33fcba5d,amazon_polarity,975,165
2d833971d6c38bbbc1f7,amazon_polarity,557,95
6048d373f1c03c54f585,amazon_polarity,181,34
37c4cdce14d9c93ed543,amazon_polarity,172,24
5ae2461d97506c15a02f,amazon_polarity,694,104
9c2fe96901000de8ec9e,amazon_polarity,378,62
70e060265413746b56aa,amazon_polarity,959,166
f2330adce3bfd548f426,amazon_polarity,157,28
df20a77b23f84eb6a5b5,amazon_polarity,427,79
310c08a6e4aceec91cfa,amazon_polarity,211,38
c0879df0653f29964ad0,amazon_polarity,418,65
d6e58f4e6991c01d8210,amazon_polarity,346,55
c234e4c805e5fc785de6,amazon_polarity,409,71
848403b3276fd7a4128d,amazon_polarity,322,47
730100ccf551f92c70e0,amazon_polarity,705,115
7a7d53480b088e6c6dd1,amazon_polarity,148,27
c7a0b695ade01ec8b6f5,amazon_polarity,150,27
35536ca5f2b5478c625b,amazon_polarity,110,20
e481d44686e0e26c84e0,amazon_polarity,407,70
c32bbd8f87051e228e11,amazon_polarity,203,34
82ef26bfa1901df68607,amazon_polarity,221,39
067320f650e00ed16ddd,amazon_polarity,482,80
91b0910a46ea3bf55a48,amazon_polarity,141,25
72d5621073574a6654ad,amazon_polarity,959,161
ec64e6a78a9a784f53cf,amazon_polarity,578,97
cc03afbf55e2ff0ffaaf,amazon_polarity,480,82
eedc165f3834f2af6395,amazon_polarity,340,55
a14dfdc8d0bf52da7808,amazon_polarity,701,127
750d66122c43a9413e07,amazon_polarity,118,23
4b2c0d0befa67e867088,amazon_polarity,123,22
50034d56504859ba4b7b,amazon_polarity,295,43
2ee15c36eab515a661f3,amazon_polarity,340,53
71754567bfef5448cc57,amazon_polarity,188,28
058a864081f475ac82e6,amazon_polarity,369,67
38ed4c30c9d89e1acbcb,amazon_polarity,267,44
f209f5477bdde3bd5135,amazon_polarity,313,52
c9ca35e1ba003bcbb410,amazon_polarity,237,43
f55f61a1cc285d32280c,amazon_polarity,605,104
e474a0fca7f812c7c479,amazon_polarity,431,77
51bf48952344fc2f5d04,amazon_polarity,955,164
7b04a9601ed4f4cebc98,amazon_polarity,392,73
f2e9ebc6022d0995797b,amazon_polarity,579,107
9f1855ffeda8f7ac9827,amazon_polarity,977,164
fe7c8b7a1c7e86be5dda,amazon_polarity,236,43
b3290aaf53b258a10da8,amazon_polarity,192,35
6ddeeda059710a43e379,amazon_polarity,848,137
3733d7bf037b3a7b0755,amazon_polarity,390,65
7d952b5bf59aefac0200,amazon_polarity,461,81
2b6a577cd449c891a11c,amazon_polarity,425,72
67271b03989ee0f652d9,amazon_polarity,471,76
3e6ea5dc2e25b5cf796e,amazon_polarity,411,69
5bdf31cc3e084a3293e3,amazon_polarity,136,25
40977d4defa900415d2a,amazon_polarity,129,24
72331b0801bb73514e3d,amazon_polarity,214,37
9b8b97eeafddc9fcf57b,amazon_polarity,239,48
c794c9774d0fe8c07e8a,amazon_polarity,194,32
e6c7917bb8cc56cb2d3e,amazon_polarity,367,72
12ea93ccf72d8104725e,amazon_polarity,571,100
90166954f920f577f29f,amazon_polarity,262,47
9795c62b0f574d9e407e,amazon_polarity,572,97
8bbe590b6bbad0649bea,amazon_polarity,484,80
870b3fe620e7c5149ec0,amazon_polarity,295,54
b04d7b4b93cf1222c0ea,amazon_polarity,109,21
ba1a1bb2ab6ca7cb4852,amazon_polarity,339,64
bb69df31a53cbd3dda5e,amazon_polarity,720,114
d14ec44306f8e91e249d,amazon_polarity,376,63
9caaeede7df5db7b30f9,amazon_polarity,157,27
2c1d3760fe092a8f3d38,amazon_polarity,124,22
1767cc53476473dd4f2c,amazon_polarity,569,100
c010a03247f887ec70a9,amazon_polarity,754,131
ae055829ab4c4c092293,amazon_polarity,413,79
7d8ad0a7a9be835db93f,amazon_polarity,337,56
260fd06f640054130df6,amazon_polarity,440,78
bd344413add87639e27b,amazon_polarity,118,20
8dbd112a8b6904516c07,amazon_polarity,282,49
d21059d8f2edfd7f5ad9,amazon_polarity,263,47
504f4cded1012e4a5dcd,amazon_polarity,856,140
332cd666f87b0a0d509f,amazon_polarity,152,27
c3c612ee2447ad7cd42f,amazon_polarity,380,73
924babd3887913555216,amazon_polarity,538,89
504236c07af2c03a7cd6,amazon_polarity,133,26
0e9b88a357fad533ee2c,amazon_polarity,276,47
b897d2e2a59957d715a1,amazon_polarity,891,151
bfbd8f64d8d3cfe0a23f,amazon_polarity,393,73
71353fc2690aacf220df,amazon_polarity,181,30
2dd453a7658267557cb2,amazon_polarity,162,26
4c4d270815e4dc773cb9,amazon_polarity,123,25
82c71c40c0db999a7373,amazon_polarity,409,72
3c53559aa84a2778900d,amazon_polarity,319,57
32042d7c4ab13b5fb8b5,amazon_polarity,471,83
323f9b321622f2b50c81,amazon_polarity,520,92
bb4e74093ac814a65240,amazon_polarity,219,39
f1adabf0302162ca0e9f,amazon_polarity,530,87
e7bcf5a2489c153825df,amazon_polarity,206,35
249cf9b5767f868d5f32,amazon_polarity,439,71
d8cd4b599730a8f4ee44,amazon_polarity,147,26
1a9a1bb8ee0b67042d22,amazon_polarity,250,38
aea9b19dfaee12373e40,amazon_polarity,362,66
aa1783fb849da2a12467,amazon_polarity,240,44
138ba43d7f12f160be73,amazon_polarity,542,91
282b0e6f5af7fa1ba203,amazon_polarity,617,105
ff7586448e35710e748e,amazon_polarity,138,22
5c660f606fada04f3547,amazon_polarity,511,88
46410335f4b73662841b,amazon_polarity,342,53
d6f9878afd382289ea85,amazon_polarity,433,78
f4f291bb98451d92ce5e,amazon_polarity,320,58
6daac71402a23aca4977,amazon_polarity,182,35
c9d60a4cb5f7564a6105,amazon_polarity,128,21
322aed0c5ec32b809870,amazon_polarity,819,138
a953baa4525918304663,amazon_polarity,250,38
5403b9ecd73efa990dc1,amazon_polarity,464,79
5e8f975195043a59752f,amazon_polarity,230,41
a4832f5b79f4bb1adcf4,amazon_polarity,193,34
19353a151c1ab34616a1,amazon_polarity,282,50
40c3e997890fbdb03067,amazon_polarity,119,24
26da367b0f6fbf961844,amazon_polarity,992,167
a306e3d01dc243b77f17,amazon_polarity,457,74
c2f6f36fd0f24c3fa32a,amazon_polarity,524,93
7795ae44ff89d7fe2402,amazon_polarity,559,98
87377a5a505f2ae6c373,amazon_polarity,105,21
5d3969d28b275a2dbaec,amazon_polarity,251,45
b6aa06ce2a54207e2fc3,amazon_polarity,447,75
279c376313c6b1f51fa5,amazon_polarity,596,98
af6780069b4018e19d23,amazon_polarity,338,59
97468fbda4bbe3bed11f,amazon_polarity,943,174
8ef8c3da87cb9eaaf3a4,amazon_polarity,282,48
3746e1f81cf8b56946f9,amazon_polarity,678,115
27d0e50ea45a82aef156,amazon_polarity,711,115
5b801300a868c58941cf,amazon_polarity,220,39
d6d8d8e5c8b4e0bb1788,amazon_polarity,602,100
9b9f2625c6b5676cc056,amazon_polarity,882,151
fb0a966ea1ae253eb28b,amazon_polarity,475,76
3d0763ee403ba2242c91,amazon_polarity,522,95
95c925ea6a23a9baa3c7,amazon_polarity,558,101
b23b46a31c4350e5e086,amazon_polarity,850,147
02b2b4aa5c0f4dd48aed,amazon_polarity,128,24
24a99d9fddc696904f86,amazon_polarity,536,90
050fc56f62467258c17b,amazon_polarity,377,59
b8cfdbd69b922aba51a3,amazon_polarity,404,72
2ccc586d319bebb9af64,amazon_polarity,299,54
2f05e4a2914e9d39b33b,amazon_polarity,861,160
71231a5bc5e50adc00c2,amazon_polarity,249,43
db8db7f7d3620871b2f0,amazon_polarity,876,166
db3459f09044c72a2bcc,amazon_polarity,271,47
000e9f2a4199848013a6,amazon_polarity,753,139
44a7638efbf9cbd68f40,amazon_polarity,657,113
5ec54b312b64d164f8e7,amazon_polarity,122,22
7186b4c93a65ba1a9798,amazon_polarity,160,27
b2573820039bf127728a,amazon_polarity,657,115
912a562dc713e007cbbb,amazon_polarity,321,57
9a89223fd3f3c25e880c,amazon_polarity,165,28
557660f0f317a8dcae1f,amazon_polarity,554,99
e6b8aa77a657fcd3a55e,amazon_polarity,149,24
3fad8b5cb22959ded47d,amazon_polarity,592,103
3a976d970d3f9c6299b2,amazon_polarity,266,42
756e5073dca53ceb0a75,amazon_polarity,410,77
1018eba1db52a7ff79e3,amazon_polarity,145,25
d0a193f7d163b9f985e3,amazon_polarity,159,27
81df36e41c85dc012bd4,steam_reviews,680,115
874afa1297f53d001e5c,steam_reviews,347,55
72fa69596fd799ba3ed3,steam_reviews,104,16
4b667ce0f9f1ce84daee,steam_reviews,120,20
187f93928737ce8e3247,steam_reviews,2608,432
54084366b4b9b436fba3,steam_reviews,242,43
aa801010f8417f97a0f4,steam_reviews,1813,317
1db4f7e46dcc04f92e73,steam_reviews,144,25
5b66bb2a0c29968e19d4,steam_reviews,2906,464
d5bed190e8c7ba2725fd,steam_reviews,240,44
f095d6156fa6b6144d4a,steam_reviews,201,37
a52a3b6ea5bcd2871a19,steam_reviews,139,23
ff7c8db0a2179695b82b,steam_reviews,289,49
9addbcd93f72edbd18eb,steam_reviews,87,16
d8450d70785a1b554473,steam_reviews,604,108
ce1868a142faef2cf798,steam_reviews,907,150
625672b3b1a13076724d,steam_reviews,102,19
5cbc1cce464366ab1997,steam_reviews,250,43
2b4a26dc809d9ed5db4f,steam_reviews,640,109
8d0c8684c16647a92645,steam_reviews,908,155
0be4c3d2eb45ea864de4,steam_reviews,1670,286
aa7981b3940b7247b163,steam_reviews,271,38
16b154b1b1acfaa31a7e,steam_reviews,7272,1280
aa1c05b2786a4eac4fde,steam_reviews,224,36
93306ee1086a6ad237a7,steam_reviews,708,123
6cfd9264349cd50d7805,steam_reviews,3464,515
4c1f54705de6a66c8502,steam_reviews,2211,351
e44c1980ae2ac7c1dd48,steam_reviews,1001,174
e185257d1ebd87f90fe3,steam_reviews,115,18
ccc7f4fcb320a2820370,steam_reviews,322,57
02f376274d218fcb821f,steam_reviews,189,34
809c4dfd1391c300782a,steam_reviews,358,65
08a4ff525a89b6dd623e,steam_reviews,974,171
7c37ba2ec30eee3dce2b,steam_reviews,139,23
8fb76e0a6ffaf74fb93c,steam_reviews,128,22
9caab355f8ec7b55270a,steam_reviews,904,146
4a380e8c9c75ab77631d,steam_reviews,1106,199
b2af6d18c8b5270f8b77,steam_reviews,206,35
f30c385b69959534af64,steam_reviews,1873,301
1c0d198399a0c00553bb,steam_reviews,318,54
0f71dc74f7c5440974ac,steam_reviews,53,11
6f65e0b01a86ca7a3909,steam_reviews,579,102
4c4d88f1120d0852e42a,steam_reviews,373,60
3d8202a2fc7a78cc2d4c,steam_reviews,7950,1301
00707958cf27af2c7d3c,steam_reviews,1460,246
855f3d2c8792404feddc,steam_reviews,42,5
e741629d623bcae5a2f9,steam_reviews,288,55
a528757f1ddeeab119b7,steam_reviews,279,51
cfa5a6b8a7dd122d83ff,steam_reviews,733,121
15d5feaa9d89e4cf3472,steam_reviews,407,66
08128d478ddb67f94d9f,steam_reviews,263,41
492dde8f5d417bcaf8ec,steam_reviews,2400,390
3826a9f4050ab47fef8a,steam_reviews,83,12
be83002fa48beb82aee7,steam_reviews,98,17
97dcb3e58b05a7b598ee,steam_reviews,376,69
1b50af2ec77d182f921d,steam_reviews,421,74
a018cf63ebe5976a182c,steam_reviews,485,81
8f400378b6e163483832,steam_reviews,437,73
b50a8a24f0c5ba35005e,steam_reviews,124,24
0e3c04d7b65101624c36,steam_reviews,759,120
13b3bbeb0110e791a7ff,steam_reviews,200,32
0c685f6e140fedaa992c,steam_reviews,336,64
380aa4b0ad84ac986939,steam_reviews,584,94
f345f188fef7e8b1d116,steam_reviews,811,148
06adfe32605b581b50c7,steam_reviews,156,28
8e2556147bd34753fec4,steam_reviews,222,40
b2042b6c2d2eea824478,steam_reviews,282,51
c722ffd35a2511030972,steam_reviews,521,85
1d388da60c847b348e13,steam_reviews,524,92
14d5958ea23393381b84,steam_reviews,3863,663
87d5adff6cb19aa6d979,steam_reviews,657,117
64f27d47e31fe8f4b38b,steam_reviews,7806,1190
dd41389866961c335801,steam_reviews,75,13
886b37005ddfcc2f7d73,steam_reviews,415,71
3efa1e9b05a24e242486,steam_reviews,247,45
c9077797ed99125320fa,steam_reviews,128,22
f13d8fa99e5007f47e3d,steam_reviews,537,97
ee47d12f23a4efe9a124,steam_reviews,50,7
908ce61efc0008bc4abe,steam_reviews,7973,1319
96eb9cb0d16c26805e9b,steam_reviews,333,58
48e7b46e471e54321b14,steam_reviews,565,97
45986c3c4a627cc5429a,steam_reviews,244,38
da5ac9ae4974b5208af5,steam_reviews,3458,613
b54fc59c510cd91c998a,steam_reviews,162,32
e8a0b13be70fd4b21590,steam_reviews,1605,276
aa94c5a5e180bc45f208,steam_reviews,319,54
222f79c4feadd4f32c0c,steam_reviews,328,55
1f80b9566e5d837a6519,steam_reviews,5345,907
c92b8c38a1fa48dbe832,steam_reviews,206,37
21b8667d1f084001a672,steam_reviews,143,22
aef3a167b3eabd5e5eea,steam_reviews,1718,275
2a2b13a41cac1a015064,steam_reviews,86,17
f0330cfe22b15fbd30bb,steam_reviews,2631,451
1cda3e6fa1828e09cc9d,steam_reviews,1764,306
e57faaa4ade9e69ad090,steam_reviews,667,106
7873c31c64668c349e3c,steam_reviews,97,18
a764b9f24c39628ba74d,steam_reviews,72,11
3543e933420976fa77f6,steam_reviews,122,21
ab8fd433a5a8de734f71,steam_reviews,2423,405
4a72f323b83f1d733ea1,steam_reviews,100,14
a5268d14b25aa2774e17,steam_reviews,140,26
fc10606599c0a462a915,steam_reviews,2774,453
60e6ea66bde28f8b2ec7,steam_reviews,156,28
3dcb01524a05a41f0b96,steam_reviews,155,24
e326dd798760f4af415e,steam_reviews,466,89
69561fd5376080ab4ed3,steam_reviews,894,153
abae57f411a00d6e5660,steam_reviews,5183,869
9c3c81c5ea80a8b13389,steam_reviews,167,31
6cc01aa07549457786c6,steam_reviews,766,134
01746265b231bc46e290,steam_reviews,498,88
e509c93a8312a37d7ab4,steam_reviews,367,68
6d5070b634e193366b1e,steam_reviews,217,38
e12a61b2b540a2632a34,steam_reviews,114,22
7f4df91d5ec0e300997d,steam_reviews,370,68
f6981d7604d79d367f0c,steam_reviews,792,139
3a77bd80e680aa657131,steam_reviews,156,25
6580108bff5083e4f4d1,steam_reviews,1125,195
f0ee089198f92477ef70,steam_reviews,174,31
96ba0f956516b41678ef,steam_reviews,595,98
646eb80c6f42f43eda6a,steam_reviews,715,114
f836c3cbde21717ef7e7,steam_reviews,233,41
000cd97def182d2bd4d3,steam_reviews,463,85
ccec65f617c0b5e6e278,steam_reviews,327,57
ad564abee50486d71b80,steam_reviews,213,33
e72ee1672558b0029872,steam_reviews,882,150
ed7b1408cce646731e0a,steam_reviews,398,64
1d8deefaf8a19d1ba616,steam_reviews,1150,200
66cdc4b6669ed168f961,steam_reviews,378,63
70e631fa11f28efcec6d,steam_reviews,291,52
a7a87b5d20a60b4cf215,steam_reviews,312,46
f904c7ecb9b8a260f2ef,steam_reviews,945,148
0b7245361c10d2fdff23,steam_reviews,260,46
d4434b34d21f4d1ebb8d,steam_reviews,127,22
723e2ebcbdf8cc672433,steam_reviews,944,163
ff0cb362cbd83771d530,steam_reviews,121,21
fcd7cd96932d45f6fa27,steam_reviews,397,62
2022ef47600fcf99d93a,steam_reviews,167,31
2f1ed35f4c0fda62886e,steam_reviews,2009,328
4d6abbe32441a76d84b9,steam_reviews,67,9
c9905897ab9837a2b6ca,steam_reviews,282,51
e90ed36ec044e3c137b1,steam_reviews,674,106
a73d6050a7499e6a1628,steam_reviews,425,79
c3353ac61273fd536ee3,steam_reviews,3217,562
212d119d60a0352b7544,steam_reviews,1112,189
48313772b8620d347e3c,steam_reviews,599,107
a385e46db2b0d3368bbc,steam_reviews,563,90
d66dd429b857cc84a31f,steam_reviews,78,8
0d05eb8645fbcc71c8e3,steam_reviews,193,35
3f50aa5b965e8a2b8a4d,steam_reviews,770,140
c433d80cd26486d231a6,steam_reviews,506,95
e28dfab4d1e27b8ab03a,steam_reviews,123,19
6866b02af52d52205966,steam_reviews,229,40
e5f7723048e384bf927e,steam_reviews,9,2
381fcbc57169e15f147a,steam_reviews,127,22
2c8211c27a88c795be85,steam_reviews,144,26
1c8d7c4327d1a45d00a8,steam_reviews,1066,187
87fd24c20e55c9a646ff,steam_reviews,160,24
732d3e882dce2b8d5951,steam_reviews,6297,922
66e58912b58543637a07,steam_reviews,2824,387
2e95b249219137c23f99,steam_reviews,396,69
557253656c52d3762f1a,steam_reviews,264,46
cec215dfcf45f46e1588,steam_reviews,45,8
499581101c5054e815f6,steam_reviews,325,51
acffb406a40c748f032a,steam_reviews,863,148
2ac22f30293e57337f1c,steam_reviews,1076,181
e69ea31ea3ce435848bb,steam_reviews,973,159
e63cc54938a31de99fd4,steam_reviews,53,7
e381c5b8a261cfbc6e08,steam_reviews,182,35
d9b2e96df77e388e1f54,steam_reviews,260,44
6ceda5f502c937c7665d,steam_reviews,1249,207
edd5cbb4cc3855740f8c,steam_reviews,107,18
6e1e62b47932b4b64483,steam_reviews,112,18
8d3062ed6d4ad358a12f,steam_reviews,196,36
42e3ed0112997c9f0918,steam_reviews,66,9
050ab5b6d701bf1dc033,steam_reviews,83,17
2bbb6c1aa90af43a2fd1,steam_reviews,74,9
7a93c9a5f3582ef4ac37,steam_reviews,368,62
9b3ab4eb27047186548a,steam_reviews,1358,190
d1f5dbf087ca1196fdf8,steam_reviews,340,61
cbbea18295eeec023d1a,steam_reviews,365,67
4612ec8ddccf8e7a96ac,steam_reviews,304,49
a26b8022d05f5da33b84,steam_reviews,328,57
6248c566a866afaa195a,steam_reviews,660,115
4b13242da95fa1623917,steam_reviews,127,25
c26490069779fc47de13,steam_reviews,133,22
0279b3a8e9be7ad28cb2,steam_reviews,1408,234
04066a98aaaa2718f53d,steam_reviews,169,28
2996b029b9dd67868ecf,steam_reviews,2200,396
c09fafad44443e034f8c,steam_reviews,298,57
a4bdb48d9edfefb42b06,steam_reviews,74,11
1f1b91d493da0c3002d0,steam_reviews,418,67
53c601f7f0954e2bab34,steam_reviews,183,31
453e7eef87cacb6977a4,steam_reviews,471,86
0ede67f038371eed2fad,steam_reviews,7258,1228
1cecd1c8c5863c8a4b6d,steam_reviews,217,43
4ecb5723e4896d2fe6dd,steam_reviews,147,24
107dcaf8a5a1bdf51661,steam_reviews,441,67
aefadd9e3f0d92f5b588,steam_reviews,1085,180
898fd6609fbdaa3879ae,steam_reviews,208,41
b5a7d5ba87d58a5f2960,steam_reviews,420,74
3583d43836c599f40d01,steam_reviews,2294,375
e033df2f1ed0370e7f06,steam_reviews,315,58
616fa405aa2805a44b9f,steam_reviews,503,87
2faa2253f746b7cf71ae,steam_reviews,78,16
7179f8a5b6fd80e2c5a9,steam_reviews,296,50
694dcc0fde1ac08f30b3,steam_reviews,39,9
54c0ce9013d724f66f15,steam_reviews,258,44
a82fcce56e154fd31c20,steam_reviews,332,56
4c813de34b09af5b44a9,steam_reviews,466,78
6e9d8389781b9d841863,steam_reviews,129,23
67680576ccd194ca067a,steam_reviews,125,21
3889d3ca8bc9971b6cb7,steam_reviews,252,45
078eba0ffec8b55e89db,steam_reviews,216,36
4a56d0e17146e1e0f870,steam_reviews,9,2
03e2996e0974cb540881,steam_reviews,547,85
710969bbecd677d5c745,steam_reviews,137,24
9715ad2913d352b02e75,steam_reviews,200,32
7aa1d8b65ed969e99ffc,steam_reviews,139,19
ef69e724fda603ecaec0,steam_reviews,183,34
a577653cb2bea05b90d7,steam_reviews,424,72
d42e1e73b2d7a540e297,steam_reviews,321,53
fa522278bab96dce1e28,steam_reviews,126,21
903c0cb8087fb95ee5ed,steam_reviews,821,136
2476e57bcdab21e1679d,steam_reviews,835,141
082d6a236ab60950f416,steam_reviews,175,30
fd8e8f198755b334e0d4,steam_reviews,128,22
1ff1cddd5cf9238449c8,steam_reviews,70,13
0a2acd1920ea60f0c620,steam_reviews,178,32
62978898fd111c2cda7a,steam_reviews,429,79
7122620990f484f34bd9,steam_reviews,288,51
caf33281e3668214c016,steam_reviews,192,33
b67dd8e3b6f66cfe1931,steam_reviews,540,96
1d2bc90019a0818985cf,steam_reviews,1401,233
e5361056abcb08dd7c63,steam_reviews,95,18
e1f83d071161d154da04,steam_reviews,103,15
3d150c837cbb92a78740,steam_reviews,43,9
e3c2f606ef6d85e38649,steam_reviews,70,11
100d0570a5f72b723652,steam_reviews,2420,411
9abdae6961fb1f109b87,steam_reviews,369,70
